id,ans
2518,6100
2519,10175
2520,6532
2521,7423
2522,1770
2523,2522
2524,4914
2525,6568
2526,8868
2527,1389
2528,2883
2529,4593
2530,6997
2531,7131
2532,4686
2533,5552
2534,2602
2535,8208
2536,7120
2537,8914
2538,10000
2539,8609
2540,8939
2541,6548
2542,5902
2543,295
2544,7124
2545,6181
2546,9135
2547,6305
2548,6702
2549,3329
2550,1854
2551,2111
2552,1634
2553,5094
2554,2055
2555,2867
2556,5247
2557,8626
2558,8189
2559,2084
2560,1888
2561,7371
2562,6346
2563,8746
2564,4135
2565,3127
2566,7449
2567,3098
2568,1305
2569,5235
2570,5350
2571,5941
2572,2870
2573,6449
2574,5361
2575,7153
2576,3501
2577,8089
2578,9987
2579,5320
2580,7203
2581,9123
2582,305
2583,5329
2584,6681
2585,1946
2586,4648
2587,5207
2588,7138
2589,2332
2590,2837
2591,1996
2592,4336
2593,8513
2594,7513
2595,2425
2596,8570
2597,8882
2598,1985
2599,8914
2600,6558
2601,2332
2602,6672
2603,9079
2604,6183
2605,6291
2606,5625
2607,3768
2608,1607
2609,284
2610,3185
2611,1377
2612,9176
2613,2318
2614,5786
2615,3055
2616,10044
2617,6119
2618,8783
2619,6066
2620,4511
2621,6427
2622,6986
2623,6403
2624,2550
2625,7786
2626,9187
2627,10149
2628,9026
2629,291
2630,9910
2631,9138
2632,494
2633,4163
2634,2031
2635,8701
2636,9533
2637,9047
2638,4446
2639,9672
2640,8471
2641,9210
2642,9761
2643,2117
2644,5041
2645,1490
2646,1810
2647,2537
2648,4136
2649,5151
2650,1356
2651,5007
2652,8842
2653,5794
2654,2562
2655,496
2656,1947
2657,6421
2658,305
2659,9718
2660,9950
2661,6081
2662,8971
2663,1348
2664,9712
2665,5094
2666,7641
2667,9040
2668,3175
2669,10006
2670,9198
2671,7338
2672,2168
2673,5189
2674,2250
2675,7408
2676,5508
2677,4102
2678,7743
2679,8727
2680,4119
2681,1180
2682,6368
2683,7209
2684,5246
2685,2314
2686,2046
2687,4338
2688,3398
2689,4293
2690,1448
2691,7186
2692,9028
2693,9151
2694,5427
2695,8521
2696,4153
2697,4438
2698,6893
2699,2844
2700,4168
2701,5124
2702,9079
2703,2316
2704,7513
2705,4899
2706,1629
2707,1062
2708,2318
2709,3294
2710,5449
2711,2006
2712,8632
2713,7360
2714,5896
2715,1008
2716,1481
2717,7460
2718,78
2719,2859
2720,5770
2721,7237
2722,6044
2723,5008
2724,5113
2725,6182
2726,6200
2727,10087
2728,334
2729,59
2730,6119
2731,8706
2732,4832
2733,5488
2734,6024
2735,6858
2736,6614
2737,9155
2738,5342
2739,3846
2740,2580
2741,9138
2742,4070
2743,6361
2744,3438
2745,7075
2746,8626
2747,5410
2748,8519
2749,4916
2750,2101
2751,5704
2752,8733
2753,3994
2754,2843
2755,404
2756,4338
2757,4998
2758,7613
2759,4286
2760,7142
2761,7513
2762,1629
2763,8644
2764,7001
2765,10093
2766,2065
2767,3207
2768,7154
2769,3438
2770,6633
2771,3643
2772,8960
2773,6087
2774,5911
2775,5386
2776,9152
2777,918
2778,9984
2779,8933
2780,5151
2781,9114
2782,8818
2783,9712
2784,9192
2785,10130
2786,6844
2787,371
2788,6412
2789,8618
2790,6305
2791,9843
2792,6440
2793,9848
2794,2190
2795,1250
2796,2914
2797,9024
2798,1279
2799,3081
2800,1607
2801,5488
2802,3895
2803,1170
2804,3705
2805,2819
2806,8506
2807,5386
2808,5986
2809,3207
2810,1946
2811,1175
2812,8121
2813,10073
2814,6427
2815,4950
2816,2419
2817,6725
2818,6452
2819,4209
2820,8642
2821,5210
2822,5370
2823,6443
2824,4879
2825,3600
2826,1272
2827,8798
2828,8963
2829,6337
2830,1936
2831,5715
2832,5953
2833,6563
2834,1051
2835,1566
2836,4336
2837,9001
2838,3625
2839,6846
2840,4487
2841,4693
2842,659
2843,4166
2844,3338
2845,4458
2846,467
2847,2516
2848,4916
2849,9878
2850,8943
2851,4955
2852,5543
2853,7131
2854,4582
2855,9152
2856,6681
2857,8664
2858,142
2859,1025
2860,4910
2861,7350
2862,8936
2863,8746
2864,3575
2865,8817
2866,82
2867,1305
2868,4511
2869,8482
2870,3118
2871,2238
2872,5459
2873,7180
2874,6361
2875,3546
2876,4920
2877,1805
2878,6438
2879,4782
2880,6335
2881,2114
2882,10073
2883,6023
2884,3029
2885,6202
2886,3024
2887,9206
2888,1287
2889,2612
2890,8968
2891,3316
2892,9915
2893,1297
2894,343
2895,10042
2896,661
2897,4953
2898,1990
2899,1580
2900,6009
2901,95
2902,9878
2903,6631
2904,10095
2905,4436
2906,3449
2907,220
2908,4433
2909,5144
2910,2445
2911,9341
2912,6046
2913,9946
2914,6806
2915,10062
2916,6282
2917,8032
2918,5093
2919,3167
2920,3854
2921,3047
2922,5444
2923,4687
2924,7756
2925,1279
2926,10111
2927,6198
2928,5092
2929,3034
2930,10003
2931,632
2932,7719
2933,1318
2934,6012
2935,1560
2936,3027
2937,6134
2938,1371
2939,8515
2940,6305
2941,985
2942,7294
2943,5042
2944,4161
2945,4310
2946,1550
2947,8963
2948,4814
2949,4437
2950,10144
2951,7651
2952,6161
2953,3854
2954,6894
2955,1812
2956,801
2957,1180
2958,1986
2959,2261
2960,4437
2961,8967
2962,5326
2963,545
2964,9047
2965,2425
2966,6214
2967,3795
2968,3981
2969,2952
2970,1361
2971,1410
2972,2445
2973,7003
2974,4163
2975,4473
2976,2603
2977,2031
2978,4153
2979,2303
2980,4410
2981,5545
2982,4583
2983,4414
2984,4483
2985,5024
2986,4717
2987,5329
2988,5464
2989,10036
2990,5896
2991,8023
2992,1135
2993,5451
2994,3404
2995,600
2996,5291
2997,8946
2998,3727
2999,2006
3000,4650
3001,4910
3002,4035
3003,6147
3004,1361
3005,9177
3006,2231
3007,1550
3008,4438
3009,1356
3010,1062
3011,8733
3012,924
3013,5185
3014,6296
3015,7165
3016,2572
3017,8519
3018,3436
3019,3316
3020,273
3021,2882
3022,7651
3023,9693
3024,3386
3025,1657
3026,3714
3027,4114
3028,10175
3029,1490
3030,9041
3031,2110
3032,2270
3033,1373
3034,2930
3035,10044
3036,4609
3037,23
3038,9084
3039,8905
3040,4652
3041,65
3042,5071
3043,5341
3044,7552
3045,3575
3046,1490
3047,8586
3048,9722
3049,1743
3050,10096
3051,8431
3052,5338
3053,8972
3054,7764
3055,2136
3056,3569
3057,8825
3058,6177
3059,1128
3060,2316
3061,5732
3062,9697
3063,8710
3064,85
3065,9006
3066,8943
3067,4309
3068,2883
3069,8546
3070,7338
3071,305
3072,3376
3073,1322
3074,4986
3075,10127
3076,9401
3077,4352
3078,3449
3079,5532
3080,2573
3081,4051
3082,1744
3083,1696
3084,9152
3085,3024
3086,8618
3087,5394
3088,6367
3089,6387
3090,985
3091,6952
3092,4472
3093,2537
3094,4293
3095,4314
3096,6438
3097,6256
3098,2325
3099,3449
3100,9020
3101,5181
3102,8380
3103,5165
3104,4814
3105,2006
3106,5165
3107,1634
3108,4821
3109,7265
3110,8638
3111,4448
3112,6023
3113,6165
3114,9689
3115,10086
3116,8799
3117,1550
3118,3962
3119,10060
3120,6683
3121,8498
3122,8971
3123,8597
3124,10130
3125,1301
3126,2303
3127,3817
3128,289
3129,4450
3130,9705
3131,8867
3132,4014
3133,5532
3134,7145
3135,9039
3136,4814
3137,5451
3138,6325
3139,6556
3140,3994
3141,2443
3142,2332
3143,5042
3144,1439
3145,8722
3146,10082
3147,6002
3148,1565
3149,5313
3150,1912
3151,9701
3152,8288
3153,3880
3154,8562
3155,4647
3156,1574
3157,9794
3158,8448
3159,9646
3160,565
3161,1985
3162,10060
3163,7126
3164,8638
3165,7159
3166,719
3167,6681
3168,9137
3169,953
3170,397
3171,8926
3172,6165
3173,2250
3174,1223
3175,5133
3176,7180
3177,2772
3178,9843
3179,9023
3180,6361
3181,6546
3182,2095
3183,5088
3184,2602
3185,4483
3186,9138
3187,2239
3188,1033
3189,5088
3190,2134
3191,8189
3192,1489
3193,8810
3194,8817
3195,2996
3196,1194
3197,8372
3198,1025
3199,8355
3200,4620
3201,4583
3202,4119
3203,6280
3204,4547
3205,7408
3206,614
3207,7552
3208,3480
3209,5025
3210,6695
3211,8692
3212,5472
3213,3356
3214,3205
3215,3469
3216,3475
3217,5086
3218,3719
3219,1209
3220,8424
3221,2887
3222,3477
3223,15
3224,9158
3225,15
3226,9878
3227,7067
3228,3383
3229,7680
3230,8942
3231,2879
3232,1043
3233,1003
3234,1815
3235,3696
3236,6662
3237,2522
3238,8914
3239,7066
3240,1862
3241,4962
3242,14
3243,7499
3244,6088
3245,9026
3246,5027
3247,6002
3248,8664
3249,1903
3250,1722
3251,5611
3252,1170
3253,4731
3254,8460
3255,8023
3256,6151
3257,4410
3258,5153
3259,7335
3260,9918
3261,8428
3262,6628
3263,8660
3264,160
3265,3329
3266,494
3267,4951
3268,3880
3269,6119
3270,9047
3271,2883
3272,318
3273,1149
3274,1454
3275,8528
3276,5120
3277,9155
3278,6688
3279,4068
3280,5488
3281,1731
3282,7524
3283,4719
3284,3203
3285,4999
3286,8820
3287,4436
3288,8943
3289,4395
3290,1339
3291,403
3292,4842
3293,8443
3294,8943
3295,4392
3296,2996
3297,545
3298,9533
3299,4566
3300,2193
3301,4433
3302,8972
3303,4637
3304,273
3305,3854
3306,8931
3307,1839
3308,9570
3309,1517
3310,2463
3311,6439
3312,9945
3313,8514
3314,2155
3315,2349
3316,1805
3317,6005
3318,7133
3319,9808
3320,4099
3321,1204
3322,2332
3323,7120
3324,1531
3325,2046
3326,2174
3327,1003
3328,3084
3329,6695
3330,3181
3331,8494
3332,3400
3333,8926
3334,9768
3335,1591
3336,4462
3337,2078
3338,5191
3339,8480
3340,9116
3341,5146
3342,4102
3343,9065
3344,9151
3345,3316
3346,69
3347,7707
3348,1862
3349,5611
3350,6806
3351,2793
3352,2463
3353,6343
3354,8966
3355,3166
3356,4498
3357,4338
3358,2136
3359,4165
3360,6031
3361,6430
3362,3522
3363,7460
3364,8944
3365,3129
3366,9850
3367,9758
3368,8614
3369,3875
3370,4988
3371,8702
3372,2101
3373,2520
3374,5794
3375,9246
3376,3730
3377,5178
3378,2136
3379,5382
3380,8549
3381,6400
3382,1496
3383,2772
3384,1092
3385,5451
3386,7499
3387,3449
3388,6920
3389,8471
3390,5125
3391,284
3392,5960
3393,9789
3394,9730
3395,9302
3396,447
3397,2065
3398,1382
3399,9946
3400,6806
3401,5272
3402,4125
3403,5361
3404,10060
3405,8987
3406,1962
3407,2331
3408,3846
3409,1330
3410,1550
3411,4610
3412,9945
3413,2141
3414,1135
3415,3706
3416,1014
3417,6337
3418,9183
3419,7260
3420,4693
3421,3501
3422,6351
3423,6430
3424,1297
3425,1361
3426,3029
3427,9705
3428,8847
3429,6136
3430,492
3431,5706
3432,1871
3433,5165
3434,7143
3435,5407
3436,5416
3437,1103
3438,5552
3439,10174
3440,4836
3441,6864
3442,4168
3443,1011
3444,1393
3445,5133
3446,10055
3447,991
3448,1326
3449,1810
3450,3725
3451,5173
3452,9152
3453,3248
3454,5262
3455,2253
3456,65
3457,6180
3458,5416
3459,6355
3460,5350
3461,5508
3462,8468
3463,6400
3464,3198
3465,7422
3466,4099
3467,4257
3468,3625
3469,5582
3470,6232
3471,5334
3472,4314
3473,3895
3474,1289
3475,5151
3476,918
3477,6399
3478,7354
3479,6353
3480,3587
3481,5679
3482,14
3483,142
3484,82
3485,6290
3486,9047
3487,2141
3488,7120
3489,2219
3490,2880
3491,3980
3492,1854
3493,8560
3494,4102
3495,8967
3496,2930
3497,6725
3498,3719
3499,2537
3500,1657
3501,1757
3502,5008
3503,3135
3504,4310
3505,5459
3506,6672
3507,5609
3508,6449
3509,1560
3510,4190
3511,5239
3512,5447
3513,6361
3514,9787
3515,6995
3516,9810
3517,9114
3518,2870
3519,5903
3520,334
3521,1657
3522,3701
3523,5238
3524,2334
3525,6044
3526,23
3527,6262
3528,7360
3529,9797
3530,69
3531,1793
3532,4691
3533,3400
3534,2550
3535,8676
3536,7475
3537,1604
3538,6921
3539,3795
3540,7768
3541,301
3542,2054
3543,4721
3544,1844
3545,4884
3546,4049
3547,171
3548,2572
3549,4164
3550,6679
3551,6955
3552,1128
3553,4070
3554,5656
3555,2259
3556,1537
3557,4293
3558,5240
3559,3205
3560,8818
3561,4712
3562,4031
3563,6492
3564,1743
3565,8023
3566,6137
3567,2238
3568,4527
3569,4849
3570,9927
3571,7716
3572,2823
3573,2969
3574,5394
3575,8788
3576,8642
3577,9915
3578,3705
3579,9065
3580,6688
3581,5423
3582,4374
3583,8831
3584,4691
3585,2066
3586,8916
3587,4889
3588,2334
3589,6141
3590,8494
3591,5264
3592,1725
3593,7826
3594,8468
3595,6344
3596,8739
3597,4255
3598,1301
3599,2813
3600,6792
3601,1624
3602,6044
3603,10050
3604,9810
3605,6009
3606,3127
3607,4150
3608,2969
3609,7318
3610,3316
3611,3145
3612,2484
3613,6318
3614,9533
3615,5479
3616,3377
3617,6365
3618,9179
3619,3817
3620,8946
3621,4433
3622,3862
3623,1389
3624,5187
3625,9927
3626,4549
3627,7243
3628,10085
3629,3788
3630,3469
3631,1135
3632,5953
3633,1805
3634,4244
3635,6483
3636,6320
3637,10086
3638,192
3639,6367
3640,1962
3641,7571
3642,5688
3643,4874
3644,1560
3645,7641
3646,8642
3647,6811
3648,8148
3649,3328
3650,2602
3651,9192
3652,7260
3653,3185
3654,2031
3655,8625
3656,7154
3657,5298
3658,3024
3659,1664
3660,6789
3661,9177
3662,6415
3663,600
3664,5902
3665,2518
3666,4410
3667,5428
3668,3118
3669,801
3670,4612
3671,8528
3672,2892
3673,1560
3674,844
3675,6339
3676,4558
3677,3081
3678,8875
3679,5310
3680,6119
3681,6483
3682,5329
3683,5786
3684,8609
3685,5987
3686,4691
3687,2863
3688,5464
3689,78
3690,1725
3691,3817
3692,7449
3693,10055
3694,7367
3695,4798
3696,5833
3697,4527
3698,4238
3699,3846
3700,5829
3701,6369
3702,8288
3703,3760
3704,9923
3705,9878
3706,363
3707,665
3708,8547
3709,6922
3710,6860
3711,2334
3712,3614
3713,4446
3714,5127
3715,1213
3716,614
3717,4842
3718,122
3719,6207
3720,894
3721,3338
3722,991
3723,4721
3724,988
3725,295
3726,7786
3727,2117
3728,6164
3729,2150
3730,6680
3731,4087
3732,4336
3733,4612
3734,2190
3735,9790
3736,4816
3737,4884
3738,8089
3739,9187
3740,1275
3741,8609
3742,5350
3743,3400
3744,9719
3745,10032
3746,3010
3747,6536
3748,4157
3749,5176
3750,9945
3751,5464
3752,7133
3753,6369
3754,6100
3755,4934
3756,5210
3757,10010
3758,632
3759,8112
3760,2239
3761,10089
3762,8195
3763,1448
3764,334
3765,3708
3766,8954
3767,3929
3768,4225
3769,9240
3770,7353
3771,3782
3772,3181
3773,6291
3774,9533
3775,1731
3776,9697
3777,6290
3778,4137
3779,516
3780,8504
3781,9542
3782,4598
3783,9682
3784,6427
3785,1517
3786,3664
3787,3181
3788,4908
3789,8834
3790,918
3791,6947
3792,5124
3793,3501
3794,4157
3795,3986
3796,6166
3797,8644
3798,3981
3799,5096
3800,6987
3801,1842
3802,7201
3803,5007
3804,4290
3805,8386
3806,8419
3807,1725
3808,4257
3809,8112
3810,5320
3811,2451
3812,10021
3813,6314
3814,6314
3815,5451
3816,2443
3817,3080
3818,8618
3819,3377
3820,1489
3821,1895
3822,9013
3823,9601
3824,1003
3825,8943
3826,1793
3827,10111
3828,7336
3829,6163
3830,5240
3831,8468
3832,10080
3833,6452
3834,4219
3835,6603
3836,6637
3837,8685
3838,7275
3839,6443
3840,3725
3841,7240
3842,871
3843,9155
3844,6009
3845,5050
3846,397
3847,94
3848,1938
3849,8905
3850,10127
3851,2897
3852,6204
3853,6204
3854,6662
3855,5086
3856,9006
3857,2026
3858,5414
3859,3421
3860,10044
3861,3912
3862,10173
3863,5494
3864,449
3865,1565
3866,4435
3867,5815
3868,9946
3869,1341
3870,1301
3871,7081
3872,14
3873,2194
3874,10159
3875,4913
3876,8011
3877,8644
3878,7443
3879,10016
3880,1984
3881,4554
3882,1371
3883,5350
3884,4974
3885,993
3886,3475
3887,5071
3888,1807
3889,3760
3890,8727
3891,3438
3892,1854
3893,2120
3894,7611
3895,3714
3896,2419
3897,2884
3898,8618
3899,6806
3900,303
3901,6368
3902,5827
3903,10130
3904,5787
3905,10021
3906,4493
3907,7350
3908,1439
3909,5311
3910,5291
3911,6044
3912,8799
3913,9152
3914,8783
3915,1059
3916,6864
3917,4154
3918,3575
3919,10159
3920,5234
3921,5640
3922,1272
3923,4988
3924,8875
3925,1181
3926,6043
3927,3478
3928,4999
3929,5729
3930,5966
3931,4953
3932,3477
3933,10023
3934,5178
3935,2537
3936,334
3937,1033
3938,10093
3939,1394
3940,1888
3941,4999
3942,1999
3943,3263
3944,6136
3945,8551
3946,1852
3947,6340
3948,7632
3949,4741
3950,122
3951,5549
3952,9720
3953,8570
3954,8701
3955,3847
3956,4832
3957,3661
3958,3304
3959,4720
3960,9570
3961,6282
3962,403
3963,9091
3964,7866
3965,4916
3966,5181
3967,3027
3968,6824
3969,6164
3970,6952
3971,3670
3972,9935
3973,8430
3974,4874
3975,4794
3976,7571
3977,4593
3978,3052
3979,4561
3980,2261
3981,4421
3982,6066
3983,9902
3984,973
3985,447
3986,1221
3987,5922
3988,147
3989,6688
3990,4821
3991,8089
3992,4946
3993,4782
3994,6046
3995,1246
3996,9011
3997,8638
3998,4395
3999,1839
4000,3014
4001,1377
4002,199
4003,5086
4004,4628
4005,6137
4006,5353
4007,2136
4008,1817
4009,4981
4010,9843
4011,6311
4012,2579
4013,301
4014,4220
4015,5122
4016,2311
4017,9165
4018,8667
4019,5078
4020,6844
4021,291
4022,7369
4023,8742
4024,4543
4025,5234
4026,2072
4027,8430
4028,2349
4029,8602
4030,8825
4031,1744
4032,1749
4033,4955
4034,3014
4035,2464
4036,2130
4037,1517
4038,6134
4039,1757
4040,8875
4041,9687
4042,7083
4043,6614
4044,6427
4045,8963
4046,1604
4047,7613
4048,4292
4049,6403
4050,8728
4051,6430
4052,4087
4053,4143
4054,7001
4055,9945
4056,1812
4057,2124
4058,8570
4059,85
4060,8968
4061,4174
4062,2202
4063,9646
4064,4094
4065,6637
4066,7075
4067,6502
4068,4407
4069,1264
4070,4916
4071,6009
4072,2353
4073,6335
4074,1361
4075,3846
4076,7571
4077,8519
4078,9023
4079,8112
4080,32
4081,8386
4082,3845
4083,4744
4084,8964
4085,4143
4086,1496
4087,8443
4088,4598
4089,6385
4090,1929
4091,5145
4092,1488
4093,2863
4094,1912
4095,6231
4096,5883
4097,7422
4098,7845
4099,4905
4100,1604
4101,10173
4102,3279
4103,6449
4104,2483
4105,8566
4106,5512
4107,4245
4108,1601
4109,1916
4110,1287
4111,2015
4112,9693
4113,5552
4114,6427
4115,6483
4116,78
4117,6565
4118,2522
4119,2516
4120,3587
4121,8853
4122,8667
4123,9950
4124,5382
4125,1844
4126,199
4127,142
4128,5193
4129,5951
4130,1420
4131,3522
4132,3037
4133,3664
4134,9135
4135,8964
4136,4119
4137,248
4138,7426
4139,3332
4140,9682
4141,7392
4142,10036
4143,4447
4144,2897
4145,5293
4146,4478
4147,9808
4148,4721
4149,8627
4150,7632
4151,1951
4152,5238
4153,553
4154,4832
4155,2117
4156,3231
4157,9315
4158,2026
4159,7271
4160,1840
4161,395
4162,2909
4163,5321
4164,5582
4165,5124
4166,3325
4167,2353
4168,8904
4169,5040
4170,6200
4171,8341
4172,6563
4173,5147
4174,4252
4175,7850
4176,7569
4177,4543
4178,7186
4179,3130
4180,6143
4181,8164
4182,5182
4183,8513
4184,147
4185,2910
4186,9979
4187,6736
4188,3130
4189,4181
4190,5200
4191,2472
4192,3929
4193,7426
4194,4190
4195,8519
4196,3356
4197,10082
4198,5640
4199,1793
4200,1231
4201,8972
4202,7114
4203,3960
4204,2588
4205,5447
4206,1696
4207,1517
4208,4719
4209,7315
4210,3875
4211,6422
4212,4598
4213,7680
4214,8664
4215,3701
4216,5073
4217,6165
4218,5375
4219,5145
4220,6719
4221,10070
4222,5765
4223,5843
4224,1882
4225,5353
4226,6568
4227,4672
4228,5444
4229,6548
4230,1103
4231,4511
4232,5246
4233,4825
4234,7180
4235,2813
4236,3166
4237,2194
4238,1175
4239,4715
4240,2316
4241,8558
4242,10059
4243,4352
4244,7367
4245,6727
4246,8721
4247,4842
4248,1454
4249,220
4250,1305
4251,2125
4252,4824
4253,2130
4254,6400
4255,3317
4256,679
4257,4899
4258,4600
4259,9646
4260,992
4261,4710
4262,5543
4263,2134
4264,1725
4265,4448
4266,4304
4267,3432
4268,1696
4269,6163
4270,8904
4271,8831
4272,2301
4273,8470
4274,3706
4275,7320
4276,5640
4277,1811
4278,4637
4279,3400
4280,6532
4281,9693
4282,3034
4283,1218
4284,2295
4285,5507
4286,8879
4287,7203
4288,2253
4289,6806
4290,32
4291,7238
4292,1873
4293,7195
4294,1977
4295,9183
4296,4697
4297,10050
4298,6502
4299,7003
4300,3845
4301,1258
4302,6318
4303,6719
4304,7613
4305,8850
4306,1003
4307,9114
4308,5635
4309,1103
4310,6334
4311,2844
4312,5509
4313,3145
4314,4373
4315,4312
4316,4717
4317,5180
4318,4308
4319,4664
4320,8127
4321,7131
4322,5784
4323,1011
4324,10008
4325,1258
4326,4532
4327,8834
4328,676
4329,4782
4330,6200
4331,5494
4332,6162
4333,5770
4334,3119
4335,8845
4336,8428
4337,6353
4338,4496
4339,4102
4340,2334
4341,4974
4342,3017
4343,7845
4344,6002
4345,2960
4346,5566
4347,2984
4348,5897
4349,2509
4350,8506
4351,25
4352,9179
4353,6418
4354,5243
4355,1698
4356,1672
4357,5092
4358,65
4359,4114
4360,2603
4361,4962
4362,992
4363,4473
4364,9533
4365,6119
4366,1938
4367,1209
4368,2311
4369,5369
4370,15
4371,3167
4372,2610
4373,5414
4374,7201
4375,7475
4376,8392
4377,2221
4378,4946
4379,5094
4380,289
4381,7613
4382,8521
4383,6928
4384,4247
4385,4936
4386,9542
4387,10086
4388,4135
4389,1852
4390,8747
4391,9017
4392,2097
4393,8974
4394,5415
4395,6231
4396,3475
4397,8376
4398,8513
4399,9848
4400,8393
4401,2221
4402,6555
4403,1634
4404,4446
4405,9923
4406,8457
4407,1422
4408,1726
4409,10143
4410,8393
4411,9155
4412,7651
4413,6082
4414,353
4415,6280
4416,5482
4417,6543
4418,3853
4419,7475
4420,5635
4421,6688
4422,7499
4423,3047
4424,3504
4425,1137
4426,8968
4427,5449
4428,6914
4429,1559
4430,6012
4431,6340
4432,8642
4433,8485
4434,5140
4435,3768
4436,3569
4437,2534
4438,5491
4439,5696
4440,4721
4441,9192
4442,4821
4443,3272
4444,4600
4445,1899
4446,2307
4447,305
4448,1330
4449,5240
4450,10111
4451,1993
4452,6458
4453,5770
4454,2572
4455,122
4456,8443
4457,7260
4458,8968
4459,2065
4460,8385
4461,3546
4462,5459
4463,5200
4464,4099
4465,8454
4466,2863
4467,2134
4468,5293
4469,4338
4470,1062
4471,10160
4472,10090
4473,8646
4474,4853
4475,8428
4476,3383
4477,6036
4478,5794
4479,8072
4480,676
4481,5715
4482,3398
4483,4373
4484,4910
4485,665
4486,6546
4487,844
4488,6633
4489,8826
4490,9729
4491,4460
4492,4310
4493,9984
4494,1604
4495,5427
4496,9986
4497,4035
4498,5086
4499,2996
4500,4561
4501,4580
4502,1034
4503,1770
4504,5479
4505,6036
4506,1986
4507,8727
4508,7510
4509,7901
4510,2887
4511,4715
4512,7826
4513,614
4514,7120
4515,6012
4516,6090
4517,6346
4518,562
4519,5145
4520,4028
4521,1297
4522,7719
4523,2030
4524,8562
4525,7083
4526,7209
4527,10173
4528,8549
4529,2516
4530,7716
4531,7632
4532,5272
4533,4099
4534,4555
4535,9701
4536,10010
4537,6876
4538,992
4539,2463
4540,2518
4541,1726
4542,8045
4543,3895
4544,5365
4545,1443
4546,4691
4547,4723
4548,6290
4549,4521
4550,433
4551,3214
4552,7651
4553,3959
4554,10160
4555,10032
4556,7154
4557,5897
4558,3270
4559,1886
4560,6181
4561,4143
4562,2612
4563,2111
4564,289
4565,9057
4566,7392
4567,6142
4568,3304
4569,6492
4570,1946
4571,6624
4572,1784
4573,8618
4574,6165
4575,1011
4576,6751
4577,8776
4578,9158
4579,9023
4580,6368
4581,9810
4582,1649
4583,397
4584,8856
4585,4628
4586,5200
4587,4664
4588,10173
4589,7186
4590,38
4591,1585
4592,5086
4593,5369
4594,1135
4595,6100
4596,8946
4597,3853
4598,4288
4599,8663
4600,3377
4601,1810
4602,7422
4603,2445
4604,5495
4605,2190
4606,7743
4607,9116
4608,6461
4609,7499
4610,5222
4611,23
4612,9689
4613,9151
4614,1448
4615,5046
4616,5883
4617,7499
4618,3896
4619,7552
4620,6675
4621,1499
4622,5165
4623,220
4624,7756
4625,6185
4626,9135
4627,2301
4628,9277
4629,5138
4630,1535
4631,4824
4632,679
4633,5449
4634,7354
4635,1614
4636,5221
4637,1587
4638,9733
4639,1187
4640,209
4641,9678
4642,8825
4643,6682
4644,4238
4645,4336
4646,4602
4647,7228
4648,4035
4649,9210
4650,3376
4651,4125
4652,5902
4653,4137
4654,3524
4655,8825
4656,4314
4657,5519
4658,8710
4659,6736
4660,7243
4661,1660
4662,992
4663,9057
4664,6458
4665,5189
4666,6058
4667,2419
4668,6108
4669,10036
4670,7845
4671,6558
4672,9302
4673,3500
4674,4373
4675,8944
4676,142
4677,6986
4678,5254
4679,7335
4680,2969
4681,7151
4682,2180
4683,5951
4684,2117
4685,2296
4686,1531
4687,8208
4688,8832
4689,6955
4690,4795
4691,8485
4692,1054
4693,1322
4694,1447
4695,5078
4696,661
4697,1471
4698,5242
4699,9818
4700,6199
4701,4137
4702,6894
4703,6031
4704,2791
4705,5416
4706,10036
4707,7367
4708,4731
4709,5046
4710,4027
4711,7271
4712,9073
4713,433
4714,7260
4715,5472
4716,8847
4717,4436
4718,4395
4719,8878
4720,2867
4721,6404
4722,9701
4723,7826
4724,3188
4725,9315
4726,2155
4727,3600
4728,4163
4729,9290
4730,5264
4731,9921
4732,9967
4733,2331
4734,8614
4735,8833
4736,4816
4737,5450
4738,395
4739,4647
4740,7850
4741,7513
4742,496
4743,284
4744,301
4745,4865
4746,1634
4747,4119
4748,3648
4749,8562
4750,5187
4751,3364
4752,5829
4753,2393
4754,6353
4755,8860
4756,8586
4757,8586
4758,6986
4759,8470
4760,6082
4761,8562
4762,3989
4763,6145
4764,6127
4765,4782
4766,6337
4767,8208
4768,5293
4769,6645
4770,147
4771,6256
4772,3413
4773,1580
4774,2250
4775,4876
4776,4532
4777,8826
4778,1686
4779,2612
4780,8810
4781,7271
4782,7845
4783,8682
4784,2451
4785,4978
4786,1611
4787,8761
4788,4448
4789,5341
4790,10163
4791,5640
4792,3562
4793,2072
4794,5415
4795,5239
4796,5264
4797,6147
4798,3542
4799,1270
4800,10000
4801,3438
4802,2570
4803,3962
4804,2084
4805,6547
4806,2523
4807,9689
4808,9945
4809,6354
4810,8514
4811,8807
4812,1187
4813,5193
4814,1288
4815,7450
4816,4498
4817,4671
4818,6042
4819,3762
4820,3198
4821,2095
4822,4315
4823,1714
4824,2451
4825,3620
4826,4825
4827,394
4828,2805
4829,4891
4830,2880
4831,9923
4832,3389
4833,2168
4834,6997
4835,5303
4836,3182
4837,1956
4838,7786
4839,9797
4840,7519
4841,2572
4842,6439
4843,3027
4844,8968
4845,6536
4846,1812
4847,6363
4848,1326
4849,409
4850,3357
4851,6087
4852,6100
4853,8660
4854,1128
4855,1946
4856,3279
4857,6100
4858,2464
4859,7786
4860,371
4861,7467
4862,7001
4863,2792
4864,6165
4865,7427
4866,82
4867,6988
4868,5321
4869,7244
4870,7519
4871,5394
4872,5656
4873,8151
